id,scholarship_name,chunk_type,text,tokens
chevening_scholarship__min_grade_gpa,Chevening Scholarship,field:Min Grade/GPA,"Scholarship: Chevening Scholarship
Provider: UK Foreign, Commonwealth and Development Office (FCDO)
Level: postgraduate
Field: any (one-year taught master's degree at any uk university)
Funding: fully_funded

Min Grade/GPA: Completed undergraduate degree qualifying for UK Master's entry (roughly equivalent to a 2:1 honours degree); no formal minimum GPA, but strong academics help; requires at least 2,800 hours (~2 years) of work experience after graduation",62
chevening_scholarship__deadline,Chevening Scholarship,field:Deadline,"Scholarship: Chevening Scholarship
Provider: UK Foreign, Commonwealth and Development Office (FCDO)
Level: postgraduate
Field: any (one-year taught master's degree at any uk university)
Funding: fully_funded

Deadline: OPENS AUGUST, CLOSES EARLY OCTOBER EACH YEAR (E.G. OCTOBER 7)",36
chevening_scholarship__description,Chevening Scholarship,field:Description,"Scholarship: Chevening Scholarship
Provider: UK Foreign, Commonwealth and Development Office (FCDO)
Level: postgraduate
Field: any (one-year taught master's degree at any uk university)
Funding: fully_funded

A prestigious UK government scholarship covering full tuition, a monthly living stipend, and travel for a one-year Master's degree. Selection is based on leadership potential, networking ability, and a clear plan for impact, not primarily financial need.",62
generation_google_scholarship__summary,Generation Google Scholarship,summary,"Scholarship: Generation Google Scholarship
An essay-based award for academically strong students whose financial situation could otherwise limit their ability to pursue a computer science degree.
Provider: Google
Level: undergraduate
Field: computer_science",31
generation_google_scholarship__provider_sponsor,Generation Google Scholarship,field:Provider/Sponsor,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Provider/Sponsor: Google",12
generation_google_scholarship__level,Generation Google Scholarship,field:Level,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Level: undergraduate",12
generation_google_scholarship__field_of_study,Generation Google Scholarship,field:Field of Study,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Field of Study: computer_science",14
generation_google_scholarship__country_region,Generation Google Scholarship,field:Country/Region,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Country/Region: TBC",12
generation_google_scholarship__min_grade_gpa,Generation Google Scholarship,field:Min Grade/GPA,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Min Grade/GPA: Applicant must already be accepted into a bachelor's degree program in computer science or a related field, and must show financial need. Open to all students, with special encouragement for those from underrepresented backgrounds.",46
generation_google_scholarship__deadline,Generation Google Scholarship,field:Deadline,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Deadline: VARIES BY CYCLE",14
generation_google_scholarship__amount,Generation Google Scholarship,field:Amount,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

Amount: $10,000 (US) / $5,000 (Canada)",16
generation_google_scholarship__description,Generation Google Scholarship,field:Description,"Scholarship: Generation Google Scholarship
Provider: Google
Level: undergraduate
Field: computer_science

An essay-based award for academically strong students whose financial situation could otherwise limit their ability to pursue a computer science degree.",31
uncf_stem_scholarship__summary,UNCF STEM Scholarship,summary,"Scholarship: UNCF STEM Scholarship
Supports Black students pursuing STEM degrees, filling the remaining funding gap after other aid is applied.
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science",30
uncf_stem_scholarship__provider_sponsor,UNCF STEM Scholarship,field:Provider/Sponsor,"Scholarship: UNCF STEM Scholarship
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science

Provider/Sponsor: United Negro College Fund (UNCF)",20
uncf_stem_scholarship__level,UNCF STEM Scholarship,field:Level,"Scholarship: UNCF STEM Scholarship
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science

Level: high_school",16
uncf_stem_scholarship__field_of_study,UNCF STEM Scholarship,field:Field of Study,"Scholarship: UNCF STEM Scholarship
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science

Field of Study: computer_science",18
uncf_stem_scholarship__min_grade_gpa,UNCF STEM Scholarship,field:Min Grade/GPA,"Scholarship: UNCF STEM Scholarship
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science

Min Grade/GPA: Minimum 3.0 GPA. Award amount is calculated based on family contribution and other financial aid already received (a 'last-dollar' model).",36
uncf_stem_scholarship__description,UNCF STEM Scholarship,field:Description,"Scholarship: UNCF STEM Scholarship
Provider: United Negro College Fund (UNCF)
Level: high_school
Field: computer_science

Supports Black students pursuing STEM degrees, filling the remaining funding gap after other aid is applied.",30
daad_leadership_for_africa_master_s_in_germany__summary,DAAD Leadership for Africa (Master's in Germany),summary,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Supports highly qualified graduates and refugees from a small set of African countries to pursue a tuition-free Master's degree in Germany, with tailored info sessions to guide the application process.
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded",69
daad_leadership_for_africa_master_s_in_germany__provider_sponsor,DAAD Leadership for Africa (Master's in Germany),field:Provider/Sponsor,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Provider/Sponsor: German Academic Exchange Service (DAAD)",45
daad_leadership_for_africa_master_s_in_germany__level,DAAD Leadership for Africa (Master's in Germany),field:Level,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Level: master's degree",42
daad_leadership_for_africa_master_s_in_germany__field_of_study,DAAD Leadership for Africa (Master's in Germany),field:Field of Study,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Field of Study: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible",61
daad_leadership_for_africa_master_s_in_germany__country_region,DAAD Leadership for Africa (Master's in Germany),field:Country/Region,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Country/Region: Currently open to citizens (and eligible refugees) of Cameroon, Senegal, Togo, South Sudan, and Uganda",55
daad_leadership_for_africa_master_s_in_germany__funding_type,DAAD Leadership for Africa (Master's in Germany),field:Funding Type,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Funding Type: fully_funded",42
daad_leadership_for_africa_master_s_in_germany__min_grade_gpa,DAAD Leadership for Africa (Master's in Germany),field:Min Grade/GPA,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Min Grade/GPA: Holds a Bachelor's degree qualifying for admission to a German Master's program",53
daad_leadership_for_africa_master_s_in_germany__deadline,DAAD Leadership for Africa (Master's in Germany),field:Deadline,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Deadline: APPLICATION WINDOWS VARY BY COUNTRY (E.G. APRIL-JUNE FOR SOME TRACKS)",50
daad_leadership_for_africa_master_s_in_germany__description,DAAD Leadership for Africa (Master's in Germany),field:Description,"Scholarship: DAAD Leadership for Africa (Master's in Germany)
Provider: German Academic Exchange Service (DAAD)
Level: master's degree
Field: most fields including engineering and architecture (subject-specific scholarship tracks apply); a full master's degree in medicine is not eligible
Funding: fully_funded

Supports highly qualified graduates and refugees from a small set of African countries to pursue a tuition-free Master's degree in Germany, with tailored info sessions to guide the application process.",69
beit_trust_scholarships__summary,Beit Trust Scholarships,summary,"Scholarship: Beit Trust Scholarships
Provides Master's and PhD funding for students from Malawi, Zambia, or Zimbabwe to study at leading universities in the UK, Ireland, or South Africa.
Provider: The Beit Trust
Field: any
Funding: fully_funded",36
beit_trust_scholarships__provider_sponsor,Beit Trust Scholarships,field:Provider/Sponsor,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Provider/Sponsor: The Beit Trust",16
beit_trust_scholarships__field_of_study,Beit Trust Scholarships,field:Field of Study,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Field of Study: any",16
beit_trust_scholarships__country_region,Beit Trust Scholarships,field:Country/Region,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Country/Region: Malawi, Zambia, and Zimbabwe",17
beit_trust_scholarships__funding_type,Beit Trust Scholarships,field:Funding Type,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Funding Type: fully_funded",15
beit_trust_scholarships__need_based,Beit Trust Scholarships,field:Need Based?,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Need Based?: yes",15
beit_trust_scholarships__min_grade_gpa,Beit Trust Scholarships,field:Min Grade/GPA,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Min Grade/GPA: Strong undergraduate academic record",18
beit_trust_scholarships__deadline,Beit Trust Scholarships,field:Deadline,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Deadline: Varies by cycle",16
beit_trust_scholarships__amount,Beit Trust Scholarships,field:Amount,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Amount: NULL",14
beit_trust_scholarships__description,Beit Trust Scholarships,field:Description,"Scholarship: Beit Trust Scholarships
Provider: The Beit Trust
Field: any
Funding: fully_funded

Provides Master's and PhD funding for students from Malawi, Zambia, or Zimbabwe to study at leading universities in the UK, Ireland, or South Africa.",36
deca_scholarship__summary,DECA SCHOLARSHIP,summary,"Scholarship: DECA SCHOLARSHIP
Supports DECA student members pursuing business-related fields of study.
Provider: DECA Inc.
Level: high_school
Field: business",19
deca_scholarship__provider_sponsor,DECA SCHOLARSHIP,field:Provider/Sponsor,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Provider/Sponsor: DECA Inc.",13
deca_scholarship__level,DECA SCHOLARSHIP,field:Level,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Level: high_school",12
deca_scholarship__field_of_study,DECA SCHOLARSHIP,field:Field of Study,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Field of Study: business",14
deca_scholarship__min_grade_gpa,DECA SCHOLARSHIP,field:Min Grade/GPA,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Min Grade/GPA: High school or college DECA members intending to study entrepreneurship, finance, hospitality, management, or marketing.",27
deca_scholarship__deadline,DECA SCHOLARSHIP,field:Deadline,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Deadline: Varies by cycle",14
deca_scholarship__amount,DECA SCHOLARSHIP,field:Amount,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Amount: $5,000 (5 awards)",14
deca_scholarship__description,DECA SCHOLARSHIP,field:Description,"Scholarship: DECA SCHOLARSHIP
Provider: DECA Inc.
Level: high_school
Field: business

Supports DECA student members pursuing business-related fields of study.",19
sbb_research_group_stem_scholarship__summary,SBB Research Group STEM Scholarship,summary,"Scholarship: SBB Research Group STEM Scholarship
Supports students creating value through interdisciplinary STEM study, including software and computational fields.
Provider: SBB Research Group
Level: undergraduate
Field: computer_science",27
sbb_research_group_stem_scholarship__provider_sponsor,SBB Research Group STEM Scholarship,field:Provider/Sponsor,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Provider/Sponsor: SBB Research Group",18
sbb_research_group_stem_scholarship__level,SBB Research Group STEM Scholarship,field:Level,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Level: undergraduate",16
sbb_research_group_stem_scholarship__field_of_study,SBB Research Group STEM Scholarship,field:Field of Study,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Field of Study: computer_science",18
sbb_research_group_stem_scholarship__min_grade_gpa,SBB Research Group STEM Scholarship,field:Min Grade/GPA,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Min Grade/GPA: Open to students pursuing interdisciplinary combinations of science, technology, engineering, and mathematics.",28
sbb_research_group_stem_scholarship__deadline,SBB Research Group STEM Scholarship,field:Deadline,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Deadline: rolling",16
sbb_research_group_stem_scholarship__description,SBB Research Group STEM Scholarship,field:Description,"Scholarship: SBB Research Group STEM Scholarship
Provider: SBB Research Group
Level: undergraduate
Field: computer_science

Supports students creating value through interdisciplinary STEM study, including software and computational fields.",27
rotary_peace_fellowship__summary,Rotary Peace Fellowship,summary,"Scholarship: Rotary Peace Fellowship
Fully funds a Master's degree in peace and conflict resolution-related fields at partner universities worldwide, covering tuition, accommodation, transportation, and field-study expenses.
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded",44
rotary_peace_fellowship__provider_sponsor,Rotary Peace Fellowship,field:Provider/Sponsor,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Provider/Sponsor: N/A",24
rotary_peace_fellowship__level,Rotary Peace Fellowship,field:Level,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Level: postgraduate",24
rotary_peace_fellowship__field_of_study,Rotary Peace Fellowship,field:Field of Study,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Field of Study: peace and conflict studies, international relations, and related social science fields",36
rotary_peace_fellowship__country_region,Rotary Peace Fellowship,field:Country/Region,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Country/Region: Open worldwide",25
rotary_peace_fellowship__funding_type,Rotary Peace Fellowship,field:Funding Type,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Funding Type: fully_funded",25
rotary_peace_fellowship__need_based,Rotary Peace Fellowship,field:Need Based?,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Need Based?: no",25
rotary_peace_fellowship__min_grade_gpa,Rotary Peace Fellowship,field:Min Grade/GPA,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Min Grade/GPA: Relevant work or volunteer experience in peace-building or related fields, alongside strong academic credentials",38
rotary_peace_fellowship__deadline,Rotary Peace Fellowship,field:Deadline,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Deadline: VARIES BY CYCLE",26
rotary_peace_fellowship__amount,Rotary Peace Fellowship,field:Amount,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Amount: NULL",24
rotary_peace_fellowship__description,Rotary Peace Fellowship,field:Description,"Scholarship: Rotary Peace Fellowship
Provider: N/A
Level: postgraduate
Field: peace and conflict studies, international relations, and related social science fields
Funding: fully_funded

Fully funds a Master's degree in peace and conflict resolution-related fields at partner universities worldwide, covering tuition, accommodation, transportation, and field-study expenses.",44
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__summary,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),summary,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Funds Master's study at top African universities and research institutions, covering tuition, a monthly stipend, study/research allowances, and thesis publishing costs, keeping talented graduates working within the African higher education system.
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded",62
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__provider_sponsor,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Provider/Sponsor,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Provider/Sponsor: N/A",33
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__field_of_study,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Field of Study,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Field of Study: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)",53
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__funding_type,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Funding Type,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Funding Type: fully_funded",34
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__need_based,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Need Based?,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Need Based?: yes",34
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__min_grade_gpa,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Min Grade/GPA,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Min Grade/GPA: First academic degree (Bachelor's) relevant to the Master's program applied for; female applicants and candidates from less-privileged regions are especially encouraged",54
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__deadline,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Deadline,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Deadline: Varies by individual program; new calls typically published in autumn for the following year",46
daad_in_country_in_region_master_s_scholarship_sub_saharan_africa__description,DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa),field:Description,"Scholarship: DAAD In-Country/In-Region Master's Scholarship (Sub-Saharan Africa)
Provider: N/A
Field: development-related fields at partner african universities (includes engineering, science, urban studies, and other disciplines depending on the specific program)
Funding: fully_funded

Funds Master's study at top African universities and research institutions, covering tuition, a monthly stipend, study/research allowances, and thesis publishing costs, keeping talented graduates working within the African higher education system.",62
africa_london_nagasaki_aln_fund__summary,Africa London Nagasaki (ALN) Fund,summary,"Scholarship: Africa London Nagasaki (ALN) Fund
Funds a Master's degree related to disease control in Africa, with recipients choosing to study at the London School of Hygiene and Tropical Medicine or Nagasaki University in Japan.
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine",56
africa_london_nagasaki_aln_fund__provider_sponsor,Africa London Nagasaki (ALN) Fund,field:Provider/Sponsor,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Provider/Sponsor: London School of Hygiene & Tropical Medicine / Nagasaki University",38
africa_london_nagasaki_aln_fund__level,Africa London Nagasaki (ALN) Fund,field:Level,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Level: postgraduate",29
africa_london_nagasaki_aln_fund__field_of_study,Africa London Nagasaki (ALN) Fund,field:Field of Study,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Field of Study: medicine and disease control / tropical medicine",37
africa_london_nagasaki_aln_fund__country_region,Africa London Nagasaki (ALN) Fund,field:Country/Region,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Country/Region: TBC",29
africa_london_nagasaki_aln_fund__need_based,Africa London Nagasaki (ALN) Fund,field:Need Based?,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Need Based?: no",30
africa_london_nagasaki_aln_fund__min_grade_gpa,Africa London Nagasaki (ALN) Fund,field:Min Grade/GPA,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Min Grade/GPA: NULL",30
africa_london_nagasaki_aln_fund__deadline,Africa London Nagasaki (ALN) Fund,field:Deadline,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Deadline: Varies by cycle",31
africa_london_nagasaki_aln_fund__description,Africa London Nagasaki (ALN) Fund,field:Description,"Scholarship: Africa London Nagasaki (ALN) Fund
Provider: London School of Hygiene & Tropical Medicine / Nagasaki University
Level: postgraduate
Field: medicine and disease control / tropical medicine

Funds a Master's degree related to disease control in Africa, with recipients choosing to study at the London School of Hygiene and Tropical Medicine or Nagasaki University in Japan.",56
future_designer_scholarship__summary,Future Designer Scholarship,summary,"Scholarship: Future Designer Scholarship
A design contest scholarship for students with a creative eye, centered on holiday card design.
Provider: Scholarships360
Level: undergraduate
Field: art_design",25
future_designer_scholarship__provider_sponsor,Future Designer Scholarship,field:Provider/Sponsor,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Provider/Sponsor: Scholarships360",12
future_designer_scholarship__level,Future Designer Scholarship,field:Level,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Level: undergraduate",12
future_designer_scholarship__field_of_study,Future Designer Scholarship,field:Field of Study,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Field of Study: art_design",14
future_designer_scholarship__min_grade_gpa,Future Designer Scholarship,field:Min Grade/GPA,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Min Grade/GPA: Incoming or current full-time college students over 17. Requires designing a holiday-themed greeting card.",26
future_designer_scholarship__deadline,Future Designer Scholarship,field:Deadline,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Deadline: Varies by cycle",14
future_designer_scholarship__amount,Future Designer Scholarship,field:Amount,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

Amount: $1,000",12
future_designer_scholarship__description,Future Designer Scholarship,field:Description,"Scholarship: Future Designer Scholarship
Provider: Scholarships360
Level: undergraduate
Field: art_design

A design contest scholarship for students with a creative eye, centered on holiday card design.",25
association_for_iron_steel_technology_scholarship__summary,Association for Iron & Steel Technology Scholarship,summary,"Scholarship: Association for Iron & Steel Technology Scholarship
A technology-and-engineering focused award for students in computing and data-related majors.
Provider: AIST
Level: undergraduate
Field: computer_science",25
association_for_iron_steel_technology_scholarship__provider_sponsor,Association for Iron & Steel Technology Scholarship,field:Provider/Sponsor,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

Provider/Sponsor: AIST",16
association_for_iron_steel_technology_scholarship__level,Association for Iron & Steel Technology Scholarship,field:Level,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

Level: undergraduate",16
association_for_iron_steel_technology_scholarship__field_of_study,Association for Iron & Steel Technology Scholarship,field:Field of Study,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

Field of Study: computer_science",18
association_for_iron_steel_technology_scholarship__deadline,Association for Iron & Steel Technology Scholarship,field:Deadline,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

Deadline: October 15, 2026",18
association_for_iron_steel_technology_scholarship__amount,Association for Iron & Steel Technology Scholarship,field:Amount,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

Amount: $10,000",16
association_for_iron_steel_technology_scholarship__description,Association for Iron & Steel Technology Scholarship,field:Description,"Scholarship: Association for Iron & Steel Technology Scholarship
Provider: AIST
Level: undergraduate
Field: computer_science

A technology-and-engineering focused award for students in computing and data-related majors.",25
kmf_scholarship__summary,KMF Scholarship,summary,"Scholarship: KMF Scholarship
Supports mature, high-achieving students preparing to enter business or tech careers.
Provider: KMF Foundation
Level: undergraduate
Field: business",21
kmf_scholarship__provider_sponsor,KMF Scholarship,field:Provider/Sponsor,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Provider/Sponsor: KMF Foundation",13
kmf_scholarship__level,KMF Scholarship,field:Level,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Level: undergraduate",12
kmf_scholarship__field_of_study,KMF Scholarship,field:Field of Study,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Field of Study: business",14
kmf_scholarship__min_grade_gpa,KMF Scholarship,field:Min Grade/GPA,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Min Grade/GPA: High-achieving college juniors and seniors with an entrepreneurial mindset and a career focus in business or technology; special consideration given to students from less-privileged backgrounds.",37
kmf_scholarship__deadline,KMF Scholarship,field:Deadline,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Deadline: N/A",12
kmf_scholarship__amount,KMF Scholarship,field:Amount,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Amount: TBC",12
kmf_scholarship__description,KMF Scholarship,field:Description,"Scholarship: KMF Scholarship
Provider: KMF Foundation
Level: undergraduate
Field: business

Supports mature, high-achieving students preparing to enter business or tech careers.",21
national_writers_association_foundation_scholarships__summary,National Writers Association Foundation Scholarships,summary,"Scholarship: National Writers Association Foundation Scholarships
Supports aspiring writers of any background in continuing their education and craft development.
Provider: N/A
Level: all
Field: writing",25
